Customer Name,Customer ID,Row ID,Lenghth,Order Priority,Discount, Unit Price , Shipping Cost ,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date, Profit ,Quantity ordered new,Sales,Order ID,Status
Lindsay O'Connell,2030,22145,8,Critical,4%, $120.97 , $7.11 ,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,36%,United States,Central,Texas,Greenville,75401,17-03-2015,17-03-2015," $1,320.55 ",16,1913.84,91059,Accepted
Anne Bland,1254,23455,6,Medium,4%, $2.08 , $1.49 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,36%,United States,Central,Texas,Channelview,77530,21-05-2015,23-05-2015, $(11.28),16,33.77,89982,Accepted
Gilbert Godfrey,2466,22580,6,Medium,4%, $2.08 , $1.49 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,36%,United States,Central,Michigan,Sault Sainte Marie,49783,27-02-2015,28-02-2015, $(3.72),7,14.77,88136,Accepted
Helen Lyons,754,25117,3,Low,6%, $119.99 , $14.00 ,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,36%,United States,West,Arizona,Prescott Valley,86314,12-04-2015,19-04-2015, $(207.68),2,243.86,90439,Accepted
Don Beard,1492,18460,4,High,4%, $119.99 , $14.00 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,36%,United States,Central,Missouri,Ozark,65721,16-06-2015,18-06-2015, $509.96 ,6,739.07,88004,Accepted
Geoffrey H Wong,2260,19570,4,High,9%, $119.99 , $14.00 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Epson C82 Color Inkjet Printer,36%,United States,South,Georgia,Rome,30161,21-04-2015,23-04-2015," $1,055.60 ",4,461.24,89602,Accepted
Kathryn Wolfe,2685,21114,4,High,0%, $7.38 , $11.51 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,36%,United States,East,New York,Plainview,11803,04-04-2015,05-04-2015, $(66.17),2,17.64,89147,Accepted
Troy Cassidy,2431,3490,13,Not Specified,5%, $8.85 , $5.60 ,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,36%,United States,West,California,Los Angeles,90004,10-06-2015,11-06-2015, $(9.18),21,199.08,24869,Accepted
Debra P May,2433,21490,13,Not Specified,5%, $8.85 , $5.60 ,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,36%,United States,Central,Oklahoma,Moore,73160,10-06-2015,11-06-2015, $(7.34),5,47.4,89095,Accepted
Yvonne Collier,2457,25535,4,High,2%, $15.22 , $9.73 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",36%,United States,Central,Minnesota,Lino Lakes,55014,22-01-2015,22-01-2015, $(21.63),9,140.7,89218,Accepted
Tina Evans,3035,18950,3,Low,1%, $4.98 , $4.75 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),36%,United States,Central,Illinois,Lombard,60148,15-01-2015,20-01-2015, $(75.90),10,52.93,89128,Accepted
Glenda Herbert,1186,24358,8,Critical,7%, $400.97 , $48.26 ,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,36%,United States,West,California,Huntington Beach,92646,09-04-2015,10-04-2015," $2,581.56 ",10,3741.39,85939,Accepted
Nicole Pope,2258,26362,3,Low,7%, $400.97 , $48.26 ,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,36%,United States,South,North Carolina,Rocky Mount,27801,09-03-2015,13-03-2015, $45.13 ,8,2961.32,87962,Accepted
Bradley Schroeder,1241,20233,8,Critical,6%, $200.97 , $15.59 ,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,36%,United States,South,Alabama,Auburn,36830,25-03-2015,25-03-2015, $531.62 ,7,1348.83,90881,Accepted
Rick Foster Hawkins,3196,3406,13,Not Specified,3%, $200.97 , $15.59 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,36%,United States,West,California,San Francisco,94109,02-02-2015,03-02-2015," $1,951.30 ",43,8717.75,24294,Accepted
Wallace Pugh,3197,21406,13,Not Specified,3%, $200.97 , $15.59 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,36%,United States,Central,Illinois,Northbrook,60062,02-02-2015,03-02-2015," $1,538.78 ",11,2230.12,90850,Accepted
Pam Patton,1129,6891,13,Not Specified,5%, $5.78 , $7.64 ,Express Air,Corporate,Office Supplies,Paper,Small Box,HP Office Recycled Paper (20Lb. and 87 Bright),36%,United States,East,Massachusetts,Boston,2118,29-03-2015,31-03-2015, $(116.05),29,177.41,49125,Accepted
Gregory R Snow,1928,22686,13,Not Specified,10%," $1,889.99 ", $19.99 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EPK-21 Electric Binding System,36%,United States,South,South Carolina,Greer,29651,21-01-2015,21-01-2015, $(42.55),1,1786.04,88580,Accepted
Kurt O'Connor,1128,26378,3,Low,6%, $4.20 , $2.26 ,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",36%,United States,Central,Texas,Edinburg,78539,22-06-2015,27-06-2015, $9.78 ,13,55.97,87222,Accepted
Sandra Berry,1702,24159,6,Medium,5%, $4.20 , $2.26 ,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",36%,United States,South,Mississippi,Meridian,39301,17-01-2015,19-01-2015, $20.39 ,3,13.57,90473,Accepted
Marvin Yang,1815,24463,6,Medium,6%, $90.97 , $14.00 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,36%,United States,South,Mississippi,Pearl,39208,11-02-2015,12-02-2015, $47.33 ,14,1263.35,90525,Accepted
Judith Shepherd,2437,19566,3,Low,9%, $90.97 , $14.00 ,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,36%,United States,Central,Wisconsin,Muskego,53150,01-03-2015,03-03-2015, $35.29 ,3,260,90301,Accepted
Ernest Barber,428,25351,13,Not Specified,5%, $10.98 , $4.80 ,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",36%,United States,West,Nevada,Carson City,89701,03-03-2015,05-03-2015, $90.62 ,22,243.11,88480,Accepted
Kerry Green,1432,18762,3,Low,7%, $10.98 , $4.80 ,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",36%,United States,Central,Indiana,Indianapolis,46203,20-06-2015,27-06-2015, $52.92 ,16,165.21,86827,Accepted
Gwendolyn F Tyson,14,24848,6,Medium,5%, $3.58 , $1.63 ,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",36%,United States,Central,Minnesota,Prior Lake,55372,12-05-2015,13-05-2015, $(0.71),4,14.26,86838,Accepted
William Crawford,1933,18159,3,Low,6%, $3.58 , $1.63 ,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",36%,United States,Central,Texas,Garland,75043,19-04-2015,23-04-2015, $14.00 ,10,34.76,86687,Accepted
Kent Gill,2578,20939,3,Low,1%, $3.58 , $1.63 ,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",36%,United States,South,Alabama,Opelika,36801,02-05-2015,06-05-2015, $(128.86),26,93.57,88298,Accepted
Meredith Humphrey,1018,25028,6,Medium,0%, $11.48 , $5.43 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,36%,United States,South,North Carolina,Cary,27511,08-04-2015,08-04-2015, $115.73 ,6,75.52,88391,Accepted
Scott Feldman,421,21739,8,Critical,9%, $999.99 , $13.99 ,Regular Air,Small Business,Technology,Office Machines,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",36%,United States,East,New Jersey,Elizabeth,7201,06-02-2015,08-02-2015," $(2,531.48)",1,919.09,87700,Accepted
Jacob McNeill,2391,21462,13,Not Specified,0%, $999.99 , $13.99 ,Regular Air,Corporate,Technology,Office Machines,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",36%,United States,East,New York,Oceanside,11572,04-06-2015,06-06-2015," $(1,456.00)",1,1009.99,91123,Accepted
Roger Blalock Cassidy,275,22180,13,Not Specified,9%, $15.28 , $10.91 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Recycled Premium Regency Composition Covers,36%,United States,East,Connecticut,Fairfield,6824,24-01-2015,25-01-2015, $(51.75),4,61.52,89292,Accepted
June Frank Hammond,406,21570,4,High,3%, $4.98 , $0.80 ,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,36%,United States,East,New Jersey,South Vineland,8360,21-05-2015,22-05-2015, $50.20 ,15,72.76,87804,Accepted
Laurie Howe,2202,22261,3,Low,0%, $4.98 , $0.80 ,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,36%,United States,Central,Minnesota,Brooklyn Center,55429,31-01-2015,07-02-2015, $27.63 ,8,40.05,86050,Accepted
Marsha P Joyner,911,25356,13,Not Specified,5%, $7.64 , $5.83 ,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",36%,United States,East,West Virginia,Wheeling,26003,31-01-2015,02-02-2015, $(21.02),2,16.6,90185,Accepted
Lloyd Spencer,995,23840,3,Low,9%, $7.64 , $5.83 ,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",36%,United States,East,Maine,West Scarborough,4070,10-05-2015,15-05-2015, $4.03 ,9,72.83,89434,Accepted
Jon Hale,1038,20669,8,Critical,10%, $7.64 , $5.83 ,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",36%,United States,South,Florida,Belle Glade,33430,16-06-2015,17-06-2015, $(403.19),5,39.36,90641,Accepted
Ted Dunlap,1085,18047,13,Not Specified,5%, $7.64 , $5.83 ,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",36%,United States,East,New York,Deer Park,11729,05-01-2015,06-01-2015, $(40.28),6,47.18,86122,Accepted
Julian F Wolfe,2398,22369,13,Not Specified,3%, $7.64 , $5.83 ,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",36%,United States,Central,Illinois,Hanover Park,60103,24-02-2015,26-02-2015, $(15.09),12,96.86,86373,Accepted
Amy Hamrick Melvin,2618,6585,6,Medium,10%, $7.64 , $1.39 ,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,36%,United States,East,New York,New York City,10004,17-01-2015,19-01-2015, $16.12 ,18,130.11,46884,Accepted
Kathy Turner,2947,26054,13,Not Specified,1%, $7.64 , $1.39 ,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Security-Tint Envelopes,36%,United States,East,New York,Depew,14043,04-02-2015,07-02-2015, $112.12 ,20,162.49,87511,Accepted
Ann Steele,3063,20517,6,Medium,3%, $499.99 , $24.49 ,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Sharp AL-1530CS Digital Copier,36%,United States,West,Washington,Kirkland,98034,26-02-2015,27-02-2015," $1,773.61 ",5,2570.45,88447,Accepted
Edwin Coley,1561,19130,4,High,2%, $11.34 , $11.25 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Staples 1 Part Blank Computer Paper,36%,United States,Central,Texas,Mansfield,76063,01-03-2015,02-03-2015, $(155.21),9,105.75,88093,Accepted
Esther Whitaker,1680,23524,3,Low,9%, $30.98 , $19.51 ,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Staples Colored Interoffice Envelopes,36%,United States,East,Ohio,Fairfield,45014,03-05-2015,05-05-2015, $(163.53),18,514.62,86645,Accepted
Janice Cole,169,19317,3,Low,4%, $10.14 , $2.27 ,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",36%,United States,South,Louisiana,Baton Rouge,70802,03-01-2015,07-01-2015, $24.92 ,3,30.94,87463,Accepted
Lloyd Dickson,1005,19380,3,Low,6%, $10.14 , $2.27 ,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",36%,United States,Central,Illinois,Buffalo Grove,60089,04-03-2015,04-03-2015, $(3.88),1,12.18,90043,Accepted
Priscilla Allen,3000,21499,3,Low,1%, $10.14 , $2.27 ,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",36%,United States,Central,Michigan,Pontiac,48342,26-01-2015,28-01-2015, $28.15 ,4,40.8,87042,Accepted
Marcia Feldman,1916,18962,8,Critical,3%, $11.99 , $5.99 ,Regular Air,Home Office,Technology,Office Machines,Medium Box,TI 30X Scientific Calculator,36%,United States,South,Arkansas,Little Rock,72209,27-02-2015,28-02-2015, $(216.03),7,83.72,85893,Accepted
Wendy Pridgen Pearce,2583,19124,6,Medium,0%, $4.76 , $3.01 ,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",36%,United States,Central,Michigan,Holland,49423,07-06-2015,09-06-2015, $(2.35),23,110.86,89657,Accepted
Sara Faulkner,3354,19839,4,High,7%, $5.98 , $7.15 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),36%,United States,West,California,Calexico,92231,16-05-2015,18-05-2015, $(62.00),6,37.05,88589,Accepted
Jamie Ward,3374,18321,4,High,0%, $5.98 , $7.15 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),36%,United States,East,Maryland,Odenton,21113,29-06-2015,01-07-2015, $(37.05),5,34.25,87474,Accepted
Geoffrey Zhu,151,20679,4,High,9%, $5.98 , $2.50 ,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,36%,United States,South,Tennessee,Kingsport,37664,20-04-2015,22-04-2015, $13.90 ,5,28.11,89523,Accepted
Francis Kendall,2052,18252,13,Not Specified,0%, $5.98 , $2.50 ,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,36%,United States,West,New Mexico,Albuquerque,87105,19-02-2015,20-02-2015, $9.56 ,5,31.64,87234,Accepted
David Weaver,1989,20555,4,High,1%, $40.99 , $19.99 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",36%,United States,West,Utah,Holladay,84117,15-05-2015,18-05-2015, $177.79 ,11,480.75,90001,Accepted
John Merritt,2427,23729,4,High,3%, $40.99 , $19.99 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",36%,United States,Central,Texas,Keller,76248,17-02-2015,18-02-2015, $395.31 ,21,885.65,90860,Accepted
Keith R Atkinson,1054,26259,13,Not Specified,3%, $5.44 , $7.46 ,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Custom Binder Spines & Labels,36%,United States,West,Arizona,Surprise,85374,25-05-2015,27-05-2015, $(51.70),4,26.31,90069,Accepted
Molly Webster,2141,18409,4,High,1%, $5.44 , $7.46 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Custom Binder Spines & Labels,36%,United States,West,Colorado,Durango,81301,18-02-2015,19-02-2015, $(18.48),3,19.68,87570,Accepted
Nicole Goldstein,3249,25820,4,High,3%, $42.80 , $2.99 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",36%,United States,East,Maryland,Annapolis,21403,23-05-2015,24-05-2015, $462.92 ,16,670.9,87298,Accepted
Joy Maxwell,744,19210,3,Low,3%, $5.18 , $5.74 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,36%,United States,West,Arizona,Oro Valley,85737,28-01-2015,01-02-2015, $(126.81),9,47.64,87725,Accepted
Kelly Sawyer,2481,24584,8,Critical,7%, $5.18 , $5.74 ,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,36%,United States,South,Louisiana,Lafayette,70506,06-04-2015,08-04-2015, $(188.03),14,79.61,91000,Accepted
Christina Zhu,2773,24523,13,Not Specified,10%, $5.18 , $5.74 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,36%,United States,West,California,Dublin,94568,26-03-2015,28-03-2015, $(29.00),2,10.96,91584,Accepted
Ann Katz,653,25055,13,Not Specified,0%, $2.78 , $1.49 ,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Suede Grain Vinyl Binders,36%,United States,West,California,Rancho Cucamonga,91730,16-04-2015,17-04-2015, $20.64 ,9,29.92,91213,Accepted
Earl Donnelly,3248,18265,4,High,7%, $2.78 , $1.49 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Suede Grain Vinyl Binders,36%,United States,South,Louisiana,Slidell,70458,07-05-2015,08-05-2015, $(340.53),17,47.12,87297,Accepted
Danny Hong,193,20645,6,Medium,7%, $6.54 , $5.27 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones® Four-Pocket Poly Binders,36%,United States,West,Utah,Layton,84041,30-03-2015,01-04-2015, $(66.04),21,140.3,90432,Accepted
Clarence Crowder,3064,23811,3,Low,3%, $6.45 , $1.34 ,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",36%,United States,West,Washington,Lacey,98503,14-01-2015,19-01-2015, $39.13 ,9,56.71,88448,Accepted
Jackie Flynn,3311,22734,3,Low,6%, $6.45 , $1.34 ,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",36%,United States,East,Massachusetts,Winchester,1890,26-01-2015,31-01-2015, $39.43 ,9,57.14,90462,Accepted
Aaron Riggs,522,23201,6,Medium,10%, $5.43 , $0.95 ,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",36%,United States,West,Oregon,Redmond,97756,22-06-2015,24-06-2015, $(2.58),1,5.76,89327,Accepted
Miriam Greenberg,1777,20391,3,Low,7%, $5.43 , $0.95 ,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",36%,United States,Central,Indiana,Valparaiso,46383,22-04-2015,26-04-2015, $26.50 ,7,38.41,89939,Accepted
Tony Doyle,470,22758,13,Not Specified,3%, $11.34 , $5.01 ,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 188,36%,United States,East,New Jersey,Trenton,8601,11-01-2015,11-01-2015, $23.20 ,5,60.24,88060,Accepted
Larry Hall,1526,19269,4,High,4%, $11.34 , $5.01 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 188,36%,United States,South,Alabama,Birmingham,35211,10-02-2015,11-02-2015, $(189.22),10,115.53,86812,Accepted
Milton Harrell,3252,23324,8,Critical,1%, $11.34 , $5.01 ,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 188,36%,United States,East,New York,Rotterdam,12306,30-03-2015,01-04-2015, $(11.83),1,14.52,87296,Accepted
Molly Browning,1625,21146,6,Medium,10%, $55.98 , $13.88 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1882,36%,United States,East,New York,Glen Cove,11542,27-03-2015,29-03-2015, $300.05 ,8,434.85,90600,Accepted
Bob Berg,2840,18421,6,Medium,2%, $38.76 , $13.26 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1892,36%,United States,South,Florida,North Miami,33161,11-06-2015,12-06-2015, $(294.08),1,44.62,87885,Accepted
Lloyd Dickson,1005,20167,4,High,2%, $40.99 , $17.48 ,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1893,36%,United States,Central,Illinois,Buffalo Grove,60089,27-02-2015,28-02-2015, $551.09 ,23,950.43,90044,Accepted
